id;title;section;html_id;tag;url;parent_id;meta_type;beyondlinks;forwardlinks;backwardlinks;basiclinks;lecturelinks;wiki_ids;wiki_labels;wiki_descriptions;wikipedia_ids;wikipedia_labels;wikipedia_descriptions;dbpedia_ids;dbpedia_labels;dbpedia_descriptions
04.6;Scheduling;6. Pointers beyond Class Topics;6;h2;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-6;4;topic;[];[];[];[];[];['Q39125', 'Q853266', 'Q37517', 'Q1095335', 'Q98960795'];['pointing dog', 'Beyond', 'class', 'Topics', 'Beyond classical conditioning:  Hippocampal circuits in higher-order memory processes'];['type of dog', 'Hong Kong rock band', 'taxonomic rank', 'work by Aristotle', 'ERC Starter Grant (2020) Research Project'];[459018];['Pointer (computer programming)'];"['and space to copy and dereference <span class=""searchmatch"">pointers</span> than it is to copy and access the data to which the <span class=""searchmatch"">pointers</span> point. <span class=""searchmatch"">Pointers</span> are also used to hold the addresses']";['University of Wisconsin–Stevens Point', 'List of Batman Beyond episodes', 'Minor League Baseball', 'Nutrition'];['University of Wisconsin–Stevens Point', 'List of Batman Beyond episodes', 'Minor League Baseball', 'Nutrition'];"[""The University of Wisconsin–Stevens Point (UW–Stevens Point or UWSP) is a public university in Stevens Point, Wisconsin. It is part of the University of Wisconsin System and grants associate, baccalaureate, and master's degrees, as well as doctoral degrees in audiology and educational sustainability. As of 2018, UW-Stevens Point has merged with UW-Stevens Point at Wausau and UW-Stevens Point at Marshfield."", ""This is the list of episodes for the Kids' WB series Batman Beyond."", 'Minor League Baseball (MiLB) is a hierarchy of professional baseball leagues in the Americas that compete at levels below Major League Baseball (MLB) and provide opportunities for player development and a way to prepare for the major leagues. All of the minor leagues are operated as independent businesses. Most are members of the umbrella organization formally known as National Association of Professional Baseball Leagues (NAPBL), which operates under the Commissioner of Baseball within the scope of organized baseball. Several leagues, known as independent baseball leagues, do not have any official links to Major League Baseball.', 'Nutrition is the science that interprets the nutrients and other substances in food in relation to maintenance, growth, reproduction, health and disease of an organism. It includes food intake, absorption, assimilation, biosynthesis, catabolism and excretion.']"
04.7;Scheduling;7. Conclusions;7;h2;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-7;4;structure;[];[];[];[];[];['Q20686268'];['Conclusions'];['album by Altars'];[307907];['Conclusion'];"[' <span class=""searchmatch"">conclusion</span>, or <span class=""searchmatch"">conclusions</span> in Wiktionary, the free dictionary. <span class=""searchmatch"">Conclusion</span> may refer to: <span class=""searchmatch"">Conclusion</span> (music), the ending of a composition <span class=""searchmatch"">Conclusion</span> (album)']";['Conclusions of Utrecht'];['Conclusions of Utrecht'];['The Conclusions of the Synod of Utrecht were the result of a 1905 synod of the Reformed Churches']
04.1.1;Scheduling;1.1. OS Plan;1-1;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-1-1;04.1;topic;[];[];[];[];[];['Q10342065'];['Os Planadores'];['Os Planadores'];[24226];['Plan 9 from Bell Labs'];"['along with other features. Other recent <span class=""searchmatch"">Plan</span> 9-inspired operating systems include Harvey <span class=""searchmatch"">OS</span> and Jehanne <span class=""searchmatch"">OS</span>. <span class=""searchmatch"">Plan</span> 9 from Bell Labs is like the Quakers: distinguished']";['Ospan Batyr'];['Ospan Batyr'];"['Osman Batyr (Kazakh: Оспан батыр, Ospan batır, وسپان باتىر; Chinese: 烏斯滿·巴圖爾; sometimes spelled']"
04.1.2;Scheduling;1.2. Previously on OS …;1-2;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-1-2;04.1;structure;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Introduction.html', 'https://oer.gitlab.io/OS/Operating-Systems-Introduction.html', 'https://oer.gitlab.io/OS/Operating-Systems-Interrupts.html', 'https://oer.gitlab.io/OS/Operating-Systems-Threads.html', 'https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html', 'https://oer.gitlab.io/OS/Operating-Systems-MX.html', 'https://oer.gitlab.io/OS/Operating-Systems-MX-Java.html', 'https://oer.gitlab.io/OS/Operating-Systems-MX-Challenges.html', 'https://oer.gitlab.io/OS/Operating-Systems-Memory-I.html', 'https://oer.gitlab.io/OS/Operating-Systems-Memory-II.html', 'https://oer.gitlab.io/OS/Operating-Systems-Processes.html', 'https://oer.gitlab.io/OS/Operating-Systems-Security.html'];['Q79030196', 'Q105687435', 'Q104050576'];['before', 'Previously On', 'On Ostracod Biofacies and Five New Genera in Korean Seas'];['qualifies something (inception or end of a thing, event, or date) as happening previously to another thing', '8th episode of WandaVision', 'On Ostracod Biofacies and Five New Genera in Korean Seas'];[20640];['MacOS'];"['mac<span class=""searchmatch"">OS</span> (/ˌmækoʊˈɛs/; <span class=""searchmatch"">previously</span> <span class=""searchmatch"">OS</span>\xa0X and originally Mac\xa0<span class=""searchmatch"">OS</span>\xa0X) is a Unix operating system developed and marketed by Apple Inc. since 2001. It is the primary']";['List of programs previously broadcast by Radio Philippines Network', '1969 United Kingdom local elections', 'Onion'];['List of programs previously broadcast by Radio Philippines Network', '1969 United Kingdom local elections', 'Onion'];"[' includes shows previously aired by RPN as itself, and other previous incarnations. For the currently', "" of Labour's decisive victory in the general election six weeks previously.In 1969, Labour declined"", ' include the garlic, shallot, leek, chive, and Chinese onion. Onions are cultivated and used around']"
04.1.3;Scheduling;1.3. Today’s Core Questions;1-3;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-1-3;04.1;structure;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Introduction.html#slide-multitasking', 'https://oer.gitlab.io/OS/Operating-Systems-Interrupts.html#slide-blocking', 'https://oer.gitlab.io/OS/Operating-Systems-Threads.html#slide-classification', 'https://oer.gitlab.io/OS/Operating-Systems-Threads.html#slide-preemption'];['Q27713653', 'Q23595', 'Q16623663', 'Q21972875'];"[""Today's OR nurse"", 'center', 'Questions', 'Core questions in domestication research']";['journal', 'middle point of an object in geometry', 'episode of Wilfred (S2 E11)', 'scientific article'];[27684253];['Common Core'];"['The Common <span class=""searchmatch"">Core</span> State Standards Initiative, also known as simply Common <span class=""searchmatch"">Core</span>, is an educational initiative from 2010 that details what K–12 students throughout']";"[""Today's New International Version"", 'Eudicots', ""Prime Minister's Questions""]";"[""Today's New International Version"", 'Eudicots', ""Prime Minister's Questions""]";"[""Today's New International Version (TNIV) was an English translation of the Bible which"", 'The eudicots, Eudicotidae or eudicotyledons are a clade of flowering plants that had been called tricolpates or non-magnoliid dicots by previous authors. The botanical terms were introduced in 1991 by evolutionary botanist  and paleobotanist Carol L. Hotton to emphasize the later evolutionary divergence of tricolpate dicots from earlier, less specialized, dicots.', ""Prime Minister's Questions (often abbreviated to PMQs and officially known as Questions""]"
04.1.4;Scheduling;1.4. Learning Objectives;1-4;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-1-4;04.1;structure;[];[];[];[];[];['Q77956475'];['Learning objectives for medical student education--guidelines for medical schools: report I of the Medical School Objectives Project'];['scientific article published on 01 January 1999'];[261128];"[""Bloom's taxonomy""]";"['classification of educational <span class=""searchmatch"">learning</span> <span class=""searchmatch"">objectives</span> into levels of complexity and specificity. The three lists cover the <span class=""searchmatch"">learning</span> <span class=""searchmatch"">objectives</span> in cognitive, affective']";;;
04.1.5;Scheduling;1.5. Retrieval Practice;1-5;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-1-5;04.1;topic;[];[];[];[];[];['Q112576013'];['Retrieval practice transfer effects for multielement event triplets'];['publication published on 10 November 2021'];[905659];['Testing effect'];"['The testing effect (also known as <span class=""searchmatch"">retrieval</span> <span class=""searchmatch"">practice</span>, active recall, <span class=""searchmatch"">practice</span> testing, or test-enhanced learning) suggests long-term memory is increased']";;;
04.2.1;Scheduling;2.1. CPU Scheduling;cpu-scheduling;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-cpu-scheduling;04.2;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-fifo', 'https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-roundrobin'];[];[];[];['Q100156968'];['CPU Scheduling in Satellite Real-Time Microkernel Operating System'];['article published in 2000'];[231920];['Scheduling (computing)'];"['been previously applied to <span class=""searchmatch"">CPU</span> <span class=""searchmatch"">scheduling</span> under the name stride <span class=""searchmatch"">scheduling</span>. The fair queuing CFS <span class=""searchmatch"">scheduler</span> has a <span class=""searchmatch"">scheduling</span> complexity of O ( log \u2061 N )']";;;
04.2.2;Scheduling;2.2. Sample Scheduling Goals;2-2;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-2-2;04.2;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-scheduling-goals', 'https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-scheduling-goals'];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Threads.html#slide-yielding', 'https://oer.gitlab.io/OS/Operating-Systems-Interrupts.html#slide-blocking'];['Q485146', 'Q2271896', 'Q4503831'];['sample', 'scheduling', 'goal'];"['limited quantity of something which is intended to be similar to and represent a larger amount of that thing(s) (could be countable objects such as individual items available as units for sale, or a material not countable as individual items)', 'the process of arranging, controlling and optimizing work and workloads in a production process or manufacturing process; is used to allocate plant and machinery resources, plan human resources, plan production processes and purchase materials', 'idea of the future or result that a person or group wants to achieve']";[231920];['Scheduling (computing)'];"['quality-of-service. <span class=""searchmatch"">Scheduling</span> is fundamental to computation itself, and an intrinsic part of the execution model of a computer system; the concept of <span class=""searchmatch"">scheduling</span> makes']";['Sampling (music)', 'Scheduling (computing)', 'Millennium Development Goals'];['Sampling (music)', 'Scheduling (computing)', 'Millennium Development Goals'];['In music, sampling is the reuse of a portion (or sample) of a sound recording in another recording', 'In computing, scheduling is the method by which work is assigned to resources that complete', 'The Millennium Development Goals (MDGs) were eight international development goals for the year']
04.3.1;Scheduling;3.1. Reasons to Distinguish States;3-1;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-3-1;04.3;topic;[];[];[];[];[];['Q4048076', 'Q615838', 'Q104539563', 'Q14925013', 'Q92019104'];['Reasons', 'Distinguished Service Order', 'cell state', 'reasons to travel', 'To distinguish the primary characteristics of agro-waste biomass by the principal component analysis: An investigation in East China'];['single by Kotipelto', 'UK military decoration', 'metaclass to describe classes of cells which are not seem as identitarian', 'reasons to travel', 'scientific article published on 24 April 2019'];[3434750];['United States'];"['large, <span class=""searchmatch"">distinguishing</span> it from European and African traditions. The Smithsonian Institution <span class=""searchmatch"">states</span>, &quot;African-American influences are so fundamental <span class=""searchmatch"">to</span> American']";['13 Reasons Why', 'Distinguished Service Order', 'United States'];['13 Reasons Why', 'Distinguished Service Order', 'United States'];['13 Reasons Why (stylized onscreen as TH1RTEEN R3ASONS WHY) is an American teen drama web television', 'The Distinguished Service Order (DSO) is a military decoration of the United Kingdom, and formerly', 'The United States of America (USA), commonly known as the United States (U.S. or US) or America']
04.3.2;Scheduling;3.2. OS Thread States;thread-states;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-thread-states;04.3;topic;[];[];[];['https://en.wikipedia.org/wiki/Queue_(abstract_data_type)'];['https://oer.gitlab.io/OS/Operating-Systems-Threads.html#slide-Simpler2Threads', 'https://oer.gitlab.io/OS/Operating-Systems-Interrupts.html#slide-blocking', 'https://oer.gitlab.io/OS/Operating-Systems-Interrupts.html#slide-polling-pro-con'];['Q1391831', 'Q104539563'];['thread', 'cell state'];['continuous strand formed of filament fiber or spun, twisted, and plied short fibers, used for sewing and needlework', 'metaclass to describe classes of cells which are not seem as identitarian'];[7639649];['Green thread'];"['the underlying operating system (<span class=""searchmatch"">OS</span>). Green <span class=""searchmatch"">threads</span> emulate multithreaded environments without relying on any native <span class=""searchmatch"">OS</span> abilities, and they are managed']";['Thread (computing)', 'United States'];['Thread (computing)', 'United States'];[', the threads of a process share its executable code and the values of its dynamically allocated variables and non-thread-local global variables at any given time.', 'The United States of America (USA), commonly known as the United States (U.S. or US) or America']
04.3.3;Scheduling;3.3. Thread State Transitions;state-transitions;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-state-transitions;04.3;topic;[];[];[];[];[];['Q1391831', 'Q7275', 'Q3284247', 'Q59058015'];['thread', 'state', 'Transitions', 'State transitions and light adaptation require chloroplast thylakoid protein kinase STN7'];"['continuous strand formed of filament fiber or spun, twisted, and plied short fibers, used for sewing and needlework', 'organised community living under a system of government; either a sovereign state, constituent state, or federated state', 'third EP by Canadian post-hardcore band Silverstein', 'scientific article published in Nature']";[23959612];['UML state machine'];"['transitions would be identical to self-<span class=""searchmatch"">transitions</span> (<span class=""searchmatch"">transitions</span> in which the target <span class=""searchmatch"">state</span> is the same as the source <span class=""searchmatch"">state</span>). In fact, in a classical Mealy machine']";['Thread (computing)', 'New York (state)', 'Transition'];['Thread (computing)', 'New York (state)', 'Transition'];[', the threads of a process share its executable code and the values of its dynamically allocated variables and non-thread-local global variables at any given time.', 'New York is a state located in the Northeastern United States. New York was one of the original', '']
04.3.4;Scheduling;3.4. Scheduling Vocabulary;3-4;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-3-4;04.3;topic;[];[];[];[];[];;;;[27805];['Spaced repetition'];"['expanding rehearsal, graduated intervals, repetition spacing, repetition <span class=""searchmatch"">scheduling</span>, spaced retrieval, and expanded retrieval. Over the years, techniques']";;;
04.4.1;Scheduling;4.1. Goal Overview;scheduling-goals;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-scheduling-goals;04.4;topic;[];[];[];[];[];;;;[827571];['Millennium Development Goals'];"['Sustainable Development <span class=""searchmatch"">Goals</span>&quot;. IISD. 6 December 2018. Retrieved 13 May 2021.{{cite web}}: CS1 maint: url-status (link) &quot;<span class=""searchmatch"">Overview</span>&quot;. Millennium Promise.']";;;
04.4.2;Scheduling;4.2. Priorities in Practice;priority-practice;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-priority-practice;04.4;topic;[];[];[];[];[];['Q71716808'];['Priorities in practice. Abstracts. 59th annual conference, June 14-18, 1983, Kansas City, Missouri'];['scientific article published on 01 May 1983'];[24485];['Priority queue'];"['&quot;get_front(most)_element&quot;. Some conventions reverse the order of <span class=""searchmatch"">priorities</span>, considering lower values to be higher <span class=""searchmatch"">priority</span>, so this may also be known as &quot;get_minimum_element&quot;']";['Priorities and Planning Committee', 'Australian rules football'];['Priorities and Planning Committee', 'Australian rules football'];['The Priorities and Planning Committee is a key organ of the Cabinet of Canada. Usually chaired', 'Australian rules football, officially known as Australian football, or simply called Aussie rules, football,footy or AFL is a contact sport played between two teams of eighteen players on an oval-shaped field, often a modified cricket ground. Points are scored by kicking the oval-shaped ball between the middle goal posts (worth six points) or between a goal and behind post (worth one point).']
04.4.3;Scheduling;4.3. Thread Properties in Java;java-thread-properties;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-java-thread-properties;04.4;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-fixed-priority', 'https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-priority-starvation'];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Threads.html#slide-tcb'];['Q1391831', 'Q106356012', 'Q251', 'Q106355725'];['thread', 'Properties', 'Java', 'Properties International'];['continuous strand formed of filament fiber or spun, twisted, and plied short fibers, used for sewing and needlework', 'Czech company (2008-)', 'object-oriented programming language', 'Czech company'];[269441];['Swing (Java)'];"['platform-independent, &quot;model–view–controller&quot; GUI framework for <span class=""searchmatch"">Java</span>, which follows a single-<span class=""searchmatch"">threaded</span> programming model. Additionally, this framework provides']";['Thread (computing)', 'Brookfield Properties', 'Java (programming language)', 'Growth function', 'Injaka Dam'];['Thread (computing)', 'Brookfield Properties', 'Java (programming language)', 'Growth function', 'Injaka Dam'];[', the threads of a process share its executable code and the values of its dynamically allocated variables and non-thread-local global variables at any given time.', 'Brookfield Properties is a North American subsidiary of commercial real estate company Brookfield', 'Java is a general-purpose programming language that is class-based, object-oriented, and designed', ' and Chervonenkis in their 1968 paper, where they also proved many of its properties.It is a basic concept in machine learning.', 'Injaka Dam, also spelled Inyaka Dam is an earth-fill type dam located on the , near Bushbuckridge']
04.5.1;Scheduling;5.1. Three Families of Schedulers;5-1;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-5-1;04.5;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-fixed-priority', 'https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-dynamic-priority', 'https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-proportional-share'];[];[];[];['Q201', 'Q8436', 'Q106937750', 'Q25295'];['3', 'family', 'Three Families', 'language family'];['natural number', 'group of people affiliated by consanguinity, affinity, or co-residence', '2021 British two-part television drama developed by Studio Lambert for BBC One', 'group of languages related through descent from a common ancestor'];[18798887];['The Family That Preys'];"['The <span class=""searchmatch"">Family</span> That Preys is a 2008 American comedy-drama film, written, produced, and directed by Tyler Perry. The screenplay focuses on two <span class=""searchmatch"">families</span>, one']";['BBC Three', 'Philadelphia', 'Adaptive partition scheduler', 'Mirzaiyeh'];['BBC Three', 'Philadelphia', 'Adaptive partition scheduler', 'Mirzaiyeh'];"['BBC Three was a British free-to-air television channel operated by the British Broadcasting', ""Philadelphia, known colloquially as Philly, is the largest city in the U.S. state and Commonwealth of Pennsylvania, and the sixth-most populous U.S. city with a 2018 census-estimated population of 1,584,138. Since 1854, the city has had the same geographic boundaries as Philadelphia County, the most populous county in Pennsylvania and the urban core of the eighth-largest U.S. metropolitan statistical area, with over 6 million residents as of 2017. Philadelphia is also the economic and cultural anchor of the greater Delaware Valley, located along the lower Delaware and Schuylkill Rivers, within the Northeast megalopolis. The Delaware Valley's population of 7.2 million ranks it as the eighth-largest combined statistical area in the United States."", 'Adaptive partition schedulers are a relatively new type of partition scheduler, which in turn', ' census, its population was 80, in 21 families.Of course, the original name of the village was Mir']"
04.5.2;Scheduling;5.2. Fixed-Priority Scheduling;fixed-priority;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-fixed-priority;04.5;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-fifo', 'https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-roundrobin'];[];[];[];;;;[7564731];['Fixed-priority pre-emptive scheduling'];"['<span class=""searchmatch"">Fixed</span>-<span class=""searchmatch"">priority</span> preemptive <span class=""searchmatch"">scheduling</span> is a <span class=""searchmatch"">scheduling</span> system commonly used in real-time systems. With <span class=""searchmatch"">fixed</span> <span class=""searchmatch"">priority</span> preemptive <span class=""searchmatch"">scheduling</span>, the scheduler']";;;
04.5.3;Scheduling;5.3. Dynamic-Priority Scheduling;dynamic-priority;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-dynamic-priority;04.5;topic;[];[];[];[];[];;;;[8355429];['Dynamic priority scheduling'];"['<span class=""searchmatch"">Dynamic</span> <span class=""searchmatch"">priority</span> <span class=""searchmatch"">scheduling</span> is a type of <span class=""searchmatch"">scheduling</span> algorithm in which the <span class=""searchmatch"">priorities</span> are calculated during the execution of the system. The goal of dynamic']";;;
04.5.4;Scheduling;5.4. Proportional-Share Scheduling;proportional-share;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-proportional-share;04.5;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-wrr-vs-wfq'];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-roundrobin'];[];[];;;;[4553159];['Proportional share scheduling'];"['<span class=""searchmatch"">Proportional</span> <span class=""searchmatch"">Share</span> <span class=""searchmatch"">Scheduling</span> is a type of <span class=""searchmatch"">scheduling</span> that preallocates certain amount of CPU time to each of the processes. In a <span class=""searchmatch"">proportional</span> <span class=""searchmatch"">share</span> algorithm']";;;
04.5.5;Scheduling;5.5. CFS in Linux;cfs;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-cfs;04.5;topic;['https://en.wikipedia.org/wiki/Red%E2%80%93black_tree'];[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-proportional-share'];[];[];['Q388', 'Q5010838'];['Linux', 'CFS Inuvik'];['family of Unix-like operating systems that use the Linux kernel and are open source', 'place in Northwest Territories, Canada'];[12414832];['Completely Fair Scheduler'];"['Completely Fair Scheduler (<span class=""searchmatch"">CFS</span>) is a process scheduler that was merged into the 2.6.23 (October 2007) release of the <span class=""searchmatch"">Linux</span> kernel and is the default scheduler']";['Linux', 'CFIN-FM'];['Linux', 'CFIN-FM'];[' kernel, an operating system kernel first released on September 17, 1991, by Linus Torvalds. Linux', 'CFIN-FM is a French-language Canadian radio station located in Lac-Etchemin, Quebec. It broadcasts']
04.5.6;Scheduling;5.6. When to Schedule;when-scheduling;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-when-scheduling;04.5;topic;[];[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-java-thread-properties'];[];[];['Q3481087', 'Q352858', 'Q666077', 'Q42178066'];['When', 'addendum', 'When Tomorrow Comes', 'To schedule or not to schedule? Agentic and cooperative teams at call centers.'];['song', 'addition made to a document following its publication', '1939 romantic drama film by John M. Stahl', 'scientific article published on 16 September 2014'];[4941851];['Schedule'];"['A <span class=""searchmatch"">schedule</span> or a timetable, as a basic time-management tool, consists of a list of times at which possible tasks, events, or actions are intended <span class=""searchmatch"">to</span> take']";['Higurashi When They Cry', 'Schedule', 'Jack Whent'];['Higurashi When They Cry', 'Schedule', 'Jack Whent'];['Higurashi When They Cry (ひぐらしのなく頃に, Higurashi no Naku Koro ni, lit. When the Evening Cicadas Cry', 'A schedule or a timetable, as a basic time-management tool, consists of a list of times at which', 'John Richard Whent (3 May 1920 – 25 August 1999), variously known as Jack or Jackie Whent']
04.5.7;Scheduling;5.7. JiTT Task for Scheduling;5-7;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-5-7;04.5;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-MX.html#slide-locks-mutexes'];['Q115465620', 'Q3414877', 'Q2271896', 'Q1637368'];['Jitt', 'quest', 'scheduling', 'task force'];"['Rapper in Raider Klan', 'task in video games that a player-controlled character may complete to gain a reward and/or progress the story', 'the process of arranging, controlling and optimizing work and workloads in a production process or manufacturing process; is used to allocate plant and machinery resources, plan human resources, plan production processes and purchase materials', 'group or formation established to work on a single defined task or activity']";[72325842];['The Game Caterers'];"['their <span class=""searchmatch"">tasks</span>; those who succeed will divide up the winnings equally. What are you doing on the Moon Right Now? – This game is specifically <span class=""searchmatch"">for</span> the casts']";['Just-in-time teaching', 'Talk radio', 'Scheduling (computing)'];['Just-in-time teaching', 'Talk radio', 'Scheduling (computing)'];['Just-in-time teaching (often abbreviated as JiTT) is a pedagogical strategy that uses feedback', 'Talk radio is a radio format containing discussion about topical issues and consisting entirely', 'In computing, scheduling is the method by which work is assigned to resources that complete']
04.6.1;Scheduling;6.1. Fair Queuing;fair-queuing;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-fair-queuing;04.6;topic;[];[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-cfs'];[];[];['Q1392979'];['fair queuing'];['algorithm'];[7460579];['Weighted fair queueing'];"['generalized processor sharing (GPS) policy, and a natural extension of <span class=""searchmatch"">fair</span> <span class=""searchmatch"">queuing</span> (FQ). Whereas FQ shares the link\'s capacity in equal subparts, WFQ allows']";;;
04.7.1;Scheduling;7.1. Summary;7-1;h3;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-7-1;04.7;structure;[];[];[];[];[];['Q333291'];['abstract'];['summary of a research document'];[4168970];['Summary'];"['Look up <span class=""searchmatch"">summary</span>\xa0or summarisation in Wiktionary, the free dictionary. <span class=""searchmatch"">Summary</span> may refer to: Abstract (<span class=""searchmatch"">summary</span>), shortening a passage or a write-up without']";['Turkish people'];['Turkish people'];['Turkish people or the Turks (Turkish: Türkler), also known as Anatolian Turks (Turkish: Anadolu Türkleri), are a Turkic ethnic group and nation living mainly in Turkey and speaking Turkish, the most widely spoken Turkic language. They are the largest ethnic group in Turkey, as well as by far the largest ethnic group among the Turkic peoples. Ethnic Turkish minorities exist in the former lands of the Ottoman Empire. In addition, a Turkish diaspora has been established with modern migration, particularly in Western Europe.']
04.1.2.1;Scheduling;1.2.1. CPU Scheduling;drawing-scheduling;h4;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-drawing-scheduling;04.1.2;topic;[];[];[];[];[];['Q100156968'];['CPU Scheduling in Satellite Real-Time Microkernel Operating System'];['article published in 2000'];[231920];['Scheduling (computing)'];"['been previously applied to <span class=""searchmatch"">CPU</span> <span class=""searchmatch"">scheduling</span> under the name stride <span class=""searchmatch"">scheduling</span>. The fair queuing CFS <span class=""searchmatch"">scheduler</span> has a <span class=""searchmatch"">scheduling</span> complexity of O ( log \u2061 N )']";;;
04.1.5.1;Scheduling;1.5.1. Thread Terminology;1-5-1;h4;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-1-5-1;04.1.5;topic;[];[];[];[];[];;;;[666496];['Unified Thread Standard'];"['Unified <span class=""searchmatch"">Thread</span> Standard (UTS) defines a standard <span class=""searchmatch"">thread</span> form and series—along with allowances, tolerances, and designations—for screw <span class=""searchmatch"">threads</span> commonly']";;;
04.4.1.1;Scheduling;4.1.1. Throughput;4-1-1;h4;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-4-1-1;04.4.1;topic;[];[];[];[];[];['Q1383412'];['throughput'];['maximum rate of production or the maximum rate at which something can be processed'];[30932];['Network throughput'];"['Network <span class=""searchmatch"">throughput</span> (or just <span class=""searchmatch"">throughput</span>, when in context) refers to the rate of message delivery over a communication channel, such as Ethernet or packet']";['Throughput'];['Throughput'];['In general terms, throughput is the rate of production or the rate at which something is processed']
04.4.1.2;Scheduling;4.1.2. Response Time;4-1-2;h4;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-4-1-2;04.4.1;topic;[];[];[];[];['https://oer.gitlab.io/OS/Operating-Systems-Threads.html#slide-multitasking-overhead'];['Q578372'];['response time'];['in technology, the time a system or unit takes to react to a given input'];[8059032];['Response time'];"['Look up <span class=""searchmatch"">response</span> <span class=""searchmatch"">time</span> in Wiktionary, the free dictionary. <span class=""searchmatch"">Response</span> <span class=""searchmatch"">time</span> may refer to: The <span class=""searchmatch"">time</span> lag between an electronic input and the output signal which']";;;
04.4.1.3;Scheduling;4.1.3. Resource Allocation;4-1-3;h4;https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#/slide-4-1-3;04.4.1;topic;[];['https://oer.gitlab.io/OS/Operating-Systems-Scheduling.html#slide-cfs'];[];[];[];['Q287260'];['resource allocation'];['allocation of resources among possible uses'];[267428];['Resource allocation'];"['In economics, <span class=""searchmatch"">resource</span> <span class=""searchmatch"">allocation</span> is the assignment of available resources to various uses. In the context of an entire economy, resources can be allocated']";;;
